director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,language,imdb_score,title_year,color
Ronny Lewisham,Adelbert Hellyer,Action|Comedy|Crime|Drama|War,Gavan Bandy,Heart of Dragon (Long de xin),Dehlia Duesberry,coherent,Norwegian,76,1996,Color
Daffie Topp,Faun McCurley,Comedy,Ellyn Mandre,Screwed,Gray Nathon,Polarised,Malagasy,14,2012,Color
Pammie Deacon,Booth Meeron,Comedy|Drama,Kayne Leimster,Never on Sunday (Pote tin Kyriaki),Meredith Dibdall,support,Bulgarian,7,1998,Color
Pippa Dorken,Marlo Colaco,Drama|Romance,Norina Elphinstone,Persuasion,Kai Goly,bi-directional,Greek,12,2007,Color
Roddie Grogona,Myrta Sevier,Comedy,Eugenia Rannells,Fubar II (Fubar: Balls to the Wall),Annelise Cordelet,web-enabled,Thai,79,2010,Color
Nichole Loughead,Mathias Bonanno,Comedy|Horror,Jobie Baldassi,I Sell the Dead,Jerald Haddinton,neural-net,Aymara,23,2005,Color
Eadie Reuben,Isador Stuckford,Adventure|Children|Sci-Fi,Lowell Surman,"Last Mimzy, The",Crichton Roughey,static,French,36,2006,Color
Barbee Benjamin,Stephi Ceresa,Drama,Jeno Prozescky,Fly Away,Kile Filyukov,methodical,Haitian Creole,55,1992,Color
Vinny Abbes,Denise Whitebread,Comedy|Crime,Colver Leneham,"Oh, Heavenly Dog!",Torr Fergusson,object-oriented,Assamese,27,2007,Color
Deeanne Snazel,Rolland Creasey,Children|Comedy|Fantasy,Crystal Barbey,"Magic Christmas Tree, The",Valeda Andrzejak,Proactive,Fijian,6,2011,Color
Chariot MacCosto,Merci McComas,Horror|Thriller,Flossi Tracy,"Horror Hotel (a.k.a. City of the Dead, The)",Kally Davidek,solution,Moldovan,6,2008,Color
Nonah Ridgedell,Evania McNea,Comedy,Nataline Trevan,"Funeral, The (Ososhiki)",Wolfie Titterton,composite,Thai,21,1992,Color
Gavrielle Noto,Dwayne Gittins,Drama,Lionello Aloshikin,Intimacy,Tobie Whicher,Integrated,Dhivehi,28,1993,Color
Malorie Yacobsohn,Lian Wiggall,Drama,Malcolm Dakhov,Searching for Bobby Fischer,Lazare Curman,fault-tolerant,Czech,92,2002,Color
Petra Tidgewell,Eugenius Sachno,Documentary,Mureil Lehr,Method to the Madness of Jerry Lewis,Franny Cristea,analyzing,German,88,2012,Color
Debor Deeprose,Codi Linnock,Children|Comedy|Drama,Ado Casson,"Feast at Midnight, A",Gerianne Sutor,groupware,Amharic,29,1986,Color
Elaine Iglesias,Ingmar Cheng,Sci-Fi,Jemima Rowth,Beginning of the End,Rosemary Argue,Object-based,Dari,55,1994,Color
Fenelia Steinor,Blake Ansley,Adventure|Drama|Horror,Michale Lusted,Spring Break Shark Attack,Elora Glave,Up-sized,Estonian,1,2002,Color
Susannah Saffle,Husein Manley,Comedy|Drama|Romance,Gerick Shackell,Every Other Week (Varannan vecka),Alethea Dimelow,methodical,Tok Pisin,49,2008,Color
Percy Minto,Avivah Bollen,Documentary,Nichol Bellas,I Am Fishead,Aguste O'Gleasane,core,Lithuanian,77,1999,Color
Silvain Hudspith,Sonia Kubis,Comedy,Roselle Colbeck,Tables Turned on the Gardener,Rebecka Jorger,impactful,Sotho,31,2000,Color
Wini Stollmeyer,Nananne Deverille,Drama,Raff Gilhool,Love & Pop,Darlene Suggett,Cloned,Polish,92,2000,Color
Darsie Collocott,Shirley Walklate,Animation,Misti Skillern,Seinto Seiya: Legend of Sanctuary (Seinto Seiya: Legend of Sanctuary),Brandtr Carbin,Operative,Aymara,76,1997,Color
Berti Meineck,Abran Cuttler,Action|Crime,Franny Heis,Torque,Eldridge Wollacott,bifurcated,Macedonian,6,2004,Color
Brnaby Alstead,Zorah O'Shevlan,Action|Comedy|Crime,Vinni Davidovitz,Dollman,Ky Gauson,benchmark,Māori,70,1993,Color
Pen Chaney,Emmeline Isham,Drama,Melisa Poynzer,Jealousy,Darill Velden,Universal,Bislama,65,2006,Color
Archaimbaud Colwill,Lisetta Novkovic,Drama|Romance,Gabi Quincey,"Joy Luck Club, The",Wright Fysh,alliance,Korean,82,1992,Color
Alanah Choppin,Ingar Corbyn,Documentary,Nelly Ouchterlony,Going Clear: Scientology and the Prison of Belief,Rustie Handaside,radical,Thai,92,2012,Color
Bella Dono,Estel Charnock,Drama,Billie Renault,Queen Kelly,Burnaby Crosston,complexity,Guaraní,48,2006,Color
Genvieve Randal,Jenine Snadden,Drama|Horror,Joy Gavini,Beyond Bedlam,Viviana Rubinowicz,Intuitive,Tsonga,95,2007,Color
Avivah Gifkins,Wilburt Cotgrove,Comedy|Romance,Mala Tort,Picnic on the Grass (Le déjeuner sur l'herbe),Boyd Jaulmes,Proactive,Kazakh,70,2009,Color
Lianna Carlone,Gerladina Delos,Action|Adventure,Rhodia Denington,Special Mission Lady Chaplin,Addie Lofts,Inverse,Sotho,59,1991,Color
Gnni Jenman,Marcela Berthelet,Comedy,Hermann Standidge,Average Italian,Dane Pert,secured line,Swedish,83,1995,Color
Ivette Welbrock,Elvin Giraudo,Children|Comedy,Germaine Czaple,"Mystery, Alaska",Alina Philipsson,dedicated,Moldovan,72,2005,Color
Sherlock Izatt,Tannie Slyme,Comedy,Berenice Denny,Dealin' with Idiots,Fedora Raulstone,well-modulated,Greek,47,1994,Color
Reggi Branston,Avrit Sparkwell,Drama,Ginger Cianelli,Shanghai Dreams (Qing hong),Weston Leefe,bottom-line,Zulu,40,1998,Color
Debera Molineux,Enrique Bundey,Documentary|Sci-Fi,Kendal Noury,Aftermath: Population Zero,Sharlene Morrissey,Upgradable,Yiddish,41,1994,Color
Kellia Itzchaky,Rosamond Sampey,Drama,Happy Dalgetty,Dancing in September,Aron Cary,Optimized,Maltese,1,1999,Color
Silvanus Ruprechter,Fayth Scheffel,Animation,Mohammed Rossey,Stille Nacht I: Dramolet,Francine Brea,local area network,Bislama,48,1986,Color
Angie Ugolotti,Hazlett Sonley,Action|Adventure|Sci-Fi,Darsie Gery,"Planet of the Future, The",Danita Stoppe,website,Somali,89,2008,Color
Vittoria Rubenovic,Foss Wiggington,Horror,Sadye Exrol,Hello Mary Lou: Prom Night II,Milly Aylin,neutral,Persian,52,1995,Color
Arlette Ianniello,Jacky Greystoke,Comedy|Horror,Karly Potes,Reykjavik Whale Watching Massacre,Stirling Matuszak,Open-source,Tetum,23,1987,Color
Vincent Glowacki,Sinclair Dinjes,Action|Drama|Thriller,Bar Beneteau,Hot Rods to Hell,Lynelle Cristol,database,Afrikaans,58,1999,Color
Ambrosius Warbeys,Margaux Blanchet,Documentary,Hyman Pellamont,Machete Maidens Unleashed!,Elliot Picardo,core,Pashto,22,1992,Color
Raoul Hext,Eliza Lydiard,Comedy,Gordan Keppel,Bandwagon,Bryce Crates,Quality-focused,Dzongkha,93,2008,Color
Marielle Jannasch,Eda Dewey,Drama|Sci-Fi,Dorine Ivantyev,Charly,Opal Larking,Total,Oriya,70,1993,Color
Richart MacMaster,Hardy Sherer,Comedy|Crime,Vivienne Tumpane,The Biggest Bundle of Them All,Tobias Hindmore,knowledge user,Dhivehi,100,2010,Color
Alyse Kynvin,Verne Tante,Comedy|Drama,Casper Rolinson,What Just Happened,Sheba Brittles,bandwidth-monitored,Greek,69,1995,Color
Law Chalk,Kelila Barrar,Comedy,Antonin Winspire,"Bad News Bears Go to Japan, The",Zorina Marney,client-server,Bosnian,96,2005,Color
Orelee Ouldred,Bunnie Siddell,Western,Tova Luisetti,Stagecoach,Hana Bosward,open architecture,Dzongkha,46,2009,Color
Corbie Beaumont,Ines Fern,Comedy|Drama|Musical|Romance,Helen-elizabeth Seabrook,The Pokrovsky Gates,Hynda Baynard,matrices,Armenian,51,1998,Color
Diannne Curuclis,Kaycee Brassill,Animation|Comedy,Ernst Craighall,Puss in Boots: The Three Diablos,Liana Vivian,hub,Dhivehi,41,1989,Color
Ophelie Bahde,Yorgos Cunliffe,Drama|Romance,Karina Abdey,Hearts Divided,Mariele Charville,asynchronous,Swedish,26,2004,Color
Kimberley Ungerechts,Susannah Dobbie,Drama,Karalynn Tattersill,"Moth, The (Cma)",Corrianne Seefeldt,even-keeled,New Zealand Sign Language,38,2004,Color
Mirabel Matkin,Prince Shurmore,Crime|Drama|Film-Noir|Thriller,Waldo Bailiss,High Sierra,Ody Neilands,executive,Gujarati,29,1996,Color
Lauren Stinson,Callean Blincoe,Crime|Drama|Film-Noir|Mystery,Etienne Messom,"Mask of Dimitrios, The",Glad Bake,Enhanced,Montenegrin,35,1996,Color
Trudey Neil,Kendre Bassingden,Action|Adventure,Ilise Doerffer,Forced Vengeance,Margeaux Bartozzi,hub,Czech,61,1993,Color
Kittie Winterton,Cedric Tarbox,Thriller,Flore Davitashvili,"Bekännelsen (Confession, The)",Eddy Shalders,upward-trending,Armenian,99,2009,Color
Walt Marrington,Emelda Thursby,Documentary,Hoyt Alabastar,Undefeated,Lida Penhaleurack,encoding,Montenegrin,51,2009,Color
Agatha Fossitt,Caleb Yurocjkin,Comedy|Drama|Romance,Renae Demongeot,Meet Monica Velour,Kaia Finci,function,Tajik,61,1996,Color
Ulrika Lemin,Tana Syseland,Drama,Alwin Stoeckle,Stage Door,Flo Dinsell,interface,Croatian,11,1993,Color
Fleur Sutcliffe,Peggy Whittington,Drama,Marsiella Backe,Morvern Callar,Marji George,Secured,Polish,83,2007,Color
Bryna Broadey,Rayna Lettice,Animation|Comedy|Horror,Sheri Wakely,Betty Boop's Hallowe'en Party,Kissiah Hyde-Chambers,radical,Japanese,89,2008,Color
Susanetta Maple,Omar Bott,Action|Adventure|Fantasy|Horror,Minda Whiteman,Van Helsing,Kitti Maxfield,Vision-oriented,Yiddish,22,1998,Color
Korie Belvin,Erminie French,Comedy,Axel Preene,Think Like a Man,Inna Palfery,actuating,Amharic,60,2008,Color
Ida Bouda,Arleyne Tythe,Crime|Horror|Sci-Fi,Remy Van de Velde,Creature with the Atom Brain,Gaby Diment,Phased,Sotho,33,2001,Color
Westleigh Joao,Latisha Sole,Horror,Melisa Samson,Coven,Nanni Swynfen,incremental,French,54,2002,Color
Marion Vasilmanov,Gayelord Doerren,Horror,Jeffy Dunlea,Hansel & Gretel,Daven Bransgrove,Optional,Hungarian,44,2002,Color
Enrico McGaugie,Anthe Matzke,Documentary,Gawen Yeowell,Aspen,Skipton Sarjeant,needs-based,Swedish,23,1994,Color
Skip Ovington,Pail Boutellier,Drama|Thriller,Pennie Cavalier,Hidden Agenda,Si Litchmore,national,Mongolian,76,2011,Color
Tammy Sandilands,Ricki Isacsson,Action,Junia Rawdales,Cat Run 2,Jennica Coventon,analyzer,Gujarati,62,2001,Color
Dimitri Hebbron,Joline Boate,Comedy,Ronni Aron,Real Genius,Nollie Sheraton,process improvement,Irish Gaelic,85,1992,Color
Alon Mower,Claudie Mixer,Drama,Zackariah Cuseick,Eden,Natasha Tingly,Operative,Catalan,76,1994,Color
Dael Adolfson,Hillery Havercroft,Action|Horror|Sci-Fi|Thriller,Dulcine Davidovsky,Snakehead Terror,Marylee Szach,Advanced,Fijian,88,1997,Color
Steffie Spinney,Gradeigh Sartin,Drama,Rosalind Walworche,Capital (Le capital),Sianna Erie,Configurable,Haitian Creole,94,1992,Color
Osmund McPheat,Haywood Rucklidge,Crime|Drama,Brnaba Dellenbrok,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle)",Philly Rosie,concept,Kurdish,67,2001,Color
Lockwood Balshaw,Sawyer Macura,Adventure|Drama|Romance,Joanie Holsall,Agora,Averil Claw,attitude-oriented,Tamil,63,1992,Color
Camile Beden,Karel Crother,Drama,Jase Erratt,Kadosh,Merna Casterot,motivating,Icelandic,18,2008,Color
Tremain Johncey,Tulley Nashe,Action|Comedy,Lev Harpur,Wrongfully Accused,Curtice Inggall,user-facing,Filipino,33,2012,Color
Gui Morgan,Matthias Claxson,Comedy,Cleopatra Lathy,Wildcats,Farly Tester,circuit,Khmer,9,1989,Color
Aloisia Stapleford,Ximenez Giroldo,Drama,Ciel Watkiss,Million Dollar Baby,Judie Tunnicliffe,Graphic Interface,Mongolian,72,2000,Color
Sianna Tournie,Westbrooke Hands,Western,Tedmund Willcott,Run of the Arrow,Demeter Stollery,encompassing,Tajik,2,1998,Color
Yolande Arnout,Tabbitha Stonehouse,Comedy|Drama|Romance,Milo Peret,"Same Time, Next Year",Malia Sharratt,Open-source,Tajik,24,2008,Color
Berti Moses,Sasha Braitling,Action|Comedy|Thriller,Melina Amiss,"Accidental Spy, The (Dak miu mai shing)",Xerxes Mullineux,neutral,German,72,2007,Color
Shir Hildrew,Dorrie Korous,Action|Adventure|Drama|Romance|War,Corey Mulliss,River Queen,Chery Milkins,neutral,Kurdish,7,2007,Color
Elijah Duffin,Dougy Rugg,Drama,Linnell Whotton,My House in Umbria,Kristi O'Concannon,human-resource,West Frisian,30,1989,Color
Melisande Thing,Janetta Draisey,Drama|Romance,Libbi Digger,Chad Hanna,Nyssa Disbury,Reactive,Punjabi,49,2009,Color
Arlen Blevin,Madge Braybrooke,Crime|Drama|Thriller,Poppy Martignoni,Performance,Ettie Massinger,Progressive,Nepali,29,1993,Color
Lombard Boyton,Lynett Momford,(no genres listed),Huntington Kilmartin,Milky Way (Tejút),Gherardo Sunnucks,Profit-focused,Khmer,56,1999,Color
Dalli Marnane,Berkly Ickeringill,Action|Adventure|Fantasy,Allie Sylvaine,"Sword and the Sorcerer, The",Vicki Earthfield,installation,Montenegrin,63,2004,Color
Traver Crouch,Meghann Bamb,Action|Sci-Fi,Milka Yannoni,City Limits,Patty Dripps,encryption,Swahili,48,1991,Color
Dewain Lamy,Rhys Silwood,Drama,Humfried Ible,Lilies of the Field,Grantley Fowles,Stand-alone,Dhivehi,45,2005,Color
Miriam Gosnell,Gilly Wellbelove,Horror,Karalee Blasoni,Nightwing,Tanitansy Grizard,Ameliorated,Czech,67,1997,Color
Chrotoem Siddle,Ode Szymonwicz,Documentary,Marga Feeney,At the River I Stand,Melony Rapport,structure,Estonian,20,1999,Color
Marian Iacovelli,Benedick Vaun,Drama,Xymenes Martinat,Night and Day (Bam gua nat),Nannette Garrick,uniform,Tetum,45,2008,Color
Stefania Gowland,Annalise Sellner,Action|Drama,Ignaz Vereker,Samurai Vendetta,Renelle Vasenin,instruction set,Marathi,96,1996,Color
Truman Barltrop,Jeramey Jurca,Comedy|Drama,Aurora Willock,"Self-Made Hero, A (Un héros très discret)",Felipa Boshere,holistic,Irish Gaelic,71,2006,Color
Gwenny Torresi,Cesare Todman,Comedy|War,Angeli Grady,Rendezvous,Caryl Farloe,orchestration,Irish Gaelic,49,1969,Color
Hayward Hutchin,Junette Troker,Comedy,Hyacinthe Yuryichev,"Family Jewels, The",Merissa Ebbles,Multi-channelled,Chinese,36,2003,Color
Bella Floyde,Minni Whitehead,Drama|Romance,Robinette Crowter,Birthday Girl,Carolin Kidder,interface,French,40,1990,Color
Gaylord Edleston,Onfroi Sutor,Comedy|Western,Sherye Cornforth,"Ballad of Cable Hogue, The",Yasmeen Olenchikov,attitude-oriented,Georgian,42,2005,Color
Giffy McCuis,Cobb Garham,Horror|Sci-Fi,Tad Petrolli,Planet of the Vampires (Terrore nello spazio),Fredrika Maud,Fully-configurable,Dzongkha,14,2005,Color
Way Kilbee,Kaitlynn Briztman,Animation|Musical,Briano Moorey,King of Jazz,Skell Vasin,superstructure,Romanian,94,2010,Color
Arlan Jolliffe,Ram Maffini,Drama,Heall Calcraft,Chantilly Lace,Emmit Kennion,initiative,Kyrgyz,63,2012,Color
Rozalin Rodgier,Dorie Dounbare,Drama,Odette Lumsdall,Our Song,Carleen Allport,Profit-focused,Yiddish,62,2005,Color
Nadia Goathrop,Christiane Bog,Comedy|Drama|Horror,Lyman Windridge,Dead Set,Harmonia Adhams,client-driven,Kyrgyz,23,1991,Color
Yehudit Christofides,Valene Ohms,Comedy|Crime,Lurette Burrel,Flypaper,Elsa Douthwaite,protocol,Armenian,87,1987,Color
Alidia Glasscoo,Jecho Matous,Comedy|Drama,Adrian Kobsch,Whip It,Enid Silvers,mobile,Oriya,22,2008,Color
Cherish Gurry,Seka Risbridger,Horror,Morgen Presnell,"Haunted, The",Ramonda Gosden,Future-proofed,Marathi,18,2006,Color
Vida Glassard,Dehlia Le Provost,Drama,Mareah Mizzi,Fire,Kai Childes,adapter,Albanian,36,2006,Color
Adamo MacCheyne,Gaylor Spring,Documentary,Chantal Auld,Paris,Callean Kenzie,uniform,Yiddish,57,2006,Color
Callida McKeating,Brendin De Lascy,Drama,Nanny Gheorghescu,Breaking and Entering,Theresina Olivia,installation,Guaraní,76,2011,Color
Garwin Sarginson,Lothario McAughtry,Comedy|Crime,Halimeda Lavalle,Duplex,Turner Esmond,multimedia,Dari,76,1987,Color
Reg Grogono,Ingamar Lakenden,Drama|Romance,Celestyn Karlqvist,"Sleeping Dictionary, The",Clayborne Iapico,6th generation,Assamese,75,2008,Color
Georgine Struijs,Casie Pierro,Adventure|Animation|Fantasy|Sci-Fi,Kasey Largen,Final Fantasy: The Spirits Within,Mellisent Ruzicka,stable,Hebrew,55,2005,Color
Boonie Moan,Davin Asbery,Comedy|Drama,Valencia Rubi,Rosencrantz and Guildenstern Are Dead,Samson Claw,system-worthy,Kazakh,47,2010,Color
Willabella Sills,Gray Mariet,Drama,Casi Goves,"Civil Action, A",Rolfe Toulmin,Total,Telugu,96,1993,Color
Pierce Mostin,Talbot Lamplough,Drama|Mystery|Sci-Fi,Ardine Mates,"Tür, Die (Door, The)",Gilligan Vasiliev,attitude,Kashmiri,31,1998,Color
Reba Amer,Eli Peacham,Comedy|Romance,Leela Fynan,Too Many Husbands,Chicky O'Fallowne,application,Sotho,62,2003,Color
Jesus Crotch,Veda Gateland,Action,Roxie Alden,Raw Deal,Noemi Dumini,core,English,80,1995,Color
Mendie Dalley,Stevena Bentley,Horror|Mystery|Thriller,Rosemonde Jasper,Hangman's Curse,Mela Ferri,Mandatory,Burmese,79,2007,Color
Mirabel Dimmock,Eddie Neave,Action|Comedy,Cordelie Blenkiron,All for the Winner (Dou sing),Julienne Salery,transitional,Kazakh,59,2010,Color
Felike Totman,Alvis Georgeau,Comedy|Sci-Fi,Lana Hadlee,El Hada Buena - Una Fábula Peronista,Shari Cayle,Persevering,Dhivehi,28,2008,Color
Rickert Deaves,Gene Wadelin,Drama,Sheelah Christene,Hey Ram,Miles Chester,Ameliorated,Kazakh,69,2010,Color
Malchy Trowel,Arlan Bellie,Action|Crime,Violette Tampin,"Transporter, The",Bryon Plume,attitude-oriented,Italian,71,1996,Color
Portie Hodcroft,Whitney Venneur,Sci-Fi|Thriller,Allen Kilborn,Arctic Blast,Shea Labdon,contextually-based,West Frisian,40,2000,Color
Myrah Sawle,Nanette Stollberg,Drama,Caritta Hitter,Sue,D'arcy d'Escoffier,collaboration,Mongolian,85,1997,Color
Adham Bengall,Gaspard Matresse,Drama,Alvy Plowes,"Girls Can't Swim (Filles ne savent pas nager, Les)",Adore Banke,paradigm,Gagauz,2,2007,Color
Austin Jacobsen,Mallory Legg,Comedy|Drama,Kaleb Berthod,"My Father the Hero (Mon père, ce héros.)",Petr Ballam,maximized,Indonesian,47,1999,Color
Juana Trusty,Elsey Gerner,Comedy,Timmie Foulcher,Ready to Wear (Pret-A-Porter),Barclay Caselli,Robust,Finnish,51,2004,Color
Elroy Dowbakin,Mandel Eland,Thriller,Anett Heys,Panic Room,Cloris Bedborough,analyzing,Assamese,95,2009,Color
Leighton Baumer,Field Headington,Action|Sci-Fi,Bernadine Lannin,Beneath the Planet of the Apes,Delores Sydry,Organic,Hiri Motu,39,2003,Color
Marnie Klimaszewski,Timofei Castles,Drama|Fantasy|Romance,Wandis Karczinski,Orlando,Leoine Fairy,focus group,Czech,51,2001,Color
Ashla Rudeyeard,Agnese Crisell,Comedy,Denise Scudder,Killing Bono,Deloria Jacobovitz,Stand-alone,Swati,85,1996,Color
Leeland Lord,Ailey Volke,Crime|Drama|Mystery|Thriller,Kristian Terbrugge,"Boston Strangler, The",Oby Champion,challenge,Dutch,29,2010,Color
Marla Cornils,Lilah Bing,Action|Comedy|Crime,Rodina Rowell,Cottage Country,Leoine Ilchenko,migration,Tetum,89,2011,Color
Libby Billings,Robinetta Hector,Crime|Drama|Thriller,Lea Mauchlen,Wild Card,Cobby Surtees,Multi-tiered,Swedish,34,1990,Color
Lotta Jeannet,Alonzo Boothe,Horror,Galvin Bosket,Blood for Dracula (Andy Warhol's Dracula),Tally Sumpner,attitude,Luxembourgish,78,1987,Color
Norby MacCarroll,Abby Laing,Comedy|Drama,Barclay Wormstone,"Match Factory Girl, The (Tulitikkutehtaan tyttö)",Opaline Kloser,Reactive,Zulu,49,2001,Color
Kinnie Jacke,Marlo Gooke,Documentary,Glynn Clewlow,"Married Couple, A",Eulalie Bedford,productivity,French,44,1994,Color
Rikki Edelston,Heindrick Knowlman,Comedy,Rosita Searight,Four Bags Full,Johannah Currell,intermediate,Swedish,57,2001,Color
Candace Brittan,Axel Kochs,Comedy|Romance,Mitchael Randalston,On the Line,Wildon Backler,productivity,West Frisian,71,2005,Color
Pascal Porcas,Harmony Geering,Comedy|Fantasy,Ofella Hansom,Death Becomes Her,Vyky Dislee,Decentralized,Bulgarian,56,1990,Color
Kahaleel Medgwick,Lyndsie Girardey,Drama|Romance,Gratiana Vye,Brief Encounter,Sela McCaughren,neutral,Tamil,99,2010,Color
Fernande Crinage,Christiana Mohan,Drama,Teriann Galfour,The Scapegoat,Claudio Winterburn,tertiary,Thai,32,2006,Color
Miller Dallimare,Cherice Millar,Crime|Thriller,Ike Lister,"Honeymoon Killers, The",Tyne Borgne,Persevering,Pashto,99,1998,Color
Krista Hateley,Aloisia Manilove,Drama,Lanny Lace,All the Rage (It's the Rage),Catherin Rudland,clear-thinking,Māori,36,2012,Color
Fairlie Danslow,Ax Quan,Documentary,Myrtle Cowope,Thunder Soul,Johnathon Potts,fault-tolerant,Thai,41,2004,Color
Garey Boldock,Emmeline Riseborough,Action|Adventure|Animation|Fantasy,Sissie Ollcott,Wonder Woman,Jasmine Belchambers,fresh-thinking,Persian,81,2007,Color
Joela Kitchenham,Miguela Jaouen,Comedy,Harry Bawdon,Step Brothers,Phedra Higounet,clear-thinking,Kyrgyz,44,2001,Color
Udell Sadlier,Ki Hamnet,Comedy,Robbyn Kennet,Barbershop,Morrie Roggero,system-worthy,Danish,72,1985,Color
Pippy Haughin,Bevin Juanes,Children|Comedy,Siana Housden,Mr. Troop Mom,Roanna Fitt,concept,Filipino,6,2005,Color
Netta Rosser,Ailis Curran,Comedy|Drama|Romance,Liuka Broe,King of Comedy (Hei kek ji wong),Jeannette Swindin,throughput,Haitian Creole,38,1996,Color
Harlie Hathaway,Lib Roggeman,Drama|Romance,Kore Heskey,Venus,Briano Rozec,User-friendly,Fijian,21,1990,Color
Hanson Vines,Marta Adame,Drama,Darbie Brown,"Green Pastures, The",Hewitt Acory,Customer-focused,Maltese,9,1998,Color
Gretchen Spincke,Lisette Obal,Crime|Drama,Anastassia Ibbott,Vares: The Path of the Righteous Men (Vares - Kaidan tien kulkijat),Elsbeth Hoofe,frame,Sotho,2,2002,Color
Fina Kirkebye,Tybi Grendon,Drama,Skylar Turnell,Gitarrmongot,Eddy Gambell,Total,West Frisian,79,2003,Color
Armand Cozzi,Conan Dabernott,Adventure|Romance|War|Western,Hilda Radband,Rio Lobo,Rufus Fontelles,ability,Khmer,23,2005,Color
Selig Skelhorn,Den Whiterod,Drama,Crissie Breed,Land of Happines (Onnen maa),Erek Matteoni,leading edge,Hebrew,63,1996,Color
Arni Farriar,Ly Kaye,Drama,Milka Shipley,East of Eden,Granthem Iacivelli,open system,Lao,45,1991,Color
Stephenie Dybald,Randi Pulbrook,Comedy|Crime|Thriller,Alfreda Josefer,Get Shorty,Filippo Peterkin,demand-driven,Italian,71,2006,Color
Angie Jarman,Fran Hawkswood,Drama,Mercedes Gendricke,Open Up to Me (Kerron sinulle kaiken),Clotilda Cankett,Persistent,Malagasy,36,1998,Color
Mitzi Dunster,Sibley Wickstead,Crime|Drama|Thriller,Monika Esposi,Two Men in Manhattan (Deux hommes dans Manhattan),Issi Redmond,solution-oriented,Japanese,85,2008,Color
Wilfred Gariff,Andree O' Finan,Comedy|Romance,Jeralee Drivers,Sixteen Candles,York Starzaker,data-warehouse,Sotho,70,1976,Color
Carling Liquorish,Darin De Freyne,Action|Adventure|Drama|War,Serge Jiran,Alexander,Legra Middleweek,groupware,Tetum,11,2008,Color
Wakefield Henrych,Stevie Suche,Thriller,Kristopher Ferandez,Death and Cremation,Dix Smalles,Quality-focused,Luxembourgish,27,2002,Color
Nickie Gerger,Juliane Warren,Comedy,Gerardo Snelgar,Growing Pains,Bev Paris,protocol,Gujarati,88,1986,Color
Consuela Staveley,Miguel Cahey,Drama|Romance,Melli Pepperd,The Emperor's Candlesticks,Tandi Roller,Persevering,Khmer,22,2008,Color
Brade Dami,Natalee Lowndes,Drama|Film-Noir|Mystery,Christalle Bonevant,"Lady from Shanghai, The",Lindsay Karmel,Mandatory,Finnish,29,1997,Color
Michel Maggill'Andreis,James McCowan,Adventure|Animation|Children|Comedy,Cassie Bottleson,Finding Nemo,Clarke Leppingwell,Proactive,Oriya,13,1997,Color
Mitchel Buncher,Sharleen Pigny,Comedy,Erinn Baack,Mean Girls 2,Rubi Theyer,Secured,Dhivehi,31,1993,Color
Siward Pury,Konstanze Coldham,Drama,Pryce Cleverley,Lucky Them,Jonie Schorah,Switchable,Kyrgyz,28,2008,Color
Bobette Millichip,Shaughn Morbey,Comedy|Romance,Muriel Colaco,Romance in Manhattan,Maxwell Baish,model,Croatian,36,2000,Color
Kaleena Romeril,Gerard Nial,Comedy|Drama|Romance,Hurley Tezure,"Family Jewels, The (Eierdiebe)",Maryjane Strafen,Customer-focused,Icelandic,3,2002,Color
Dorotea Kilcullen,Pollyanna Ruste,Horror,Fredelia Graine,"Brood, The",Gayler Kebell,Synergistic,Hiri Motu,34,2012,Color
Nolly Devenish,Athene Wolfit,Action|Adventure|Comedy|Crime|Sci-Fi,Agna Garmon,"Assassination Bureau, The",Becka Doyle,toolset,Assamese,51,1986,Color
Trip Vasyunin,Judy Keyzman,Drama,Emalia Mowsdill,I Live in Fear (Ikimono no kiroku),Christoper Caves,Automated,Polish,79,2008,Color
Felice Rogan,Karoline Janson,Drama|War,Deana McKee,The Cruel Sea,Rayshell Hedger,leading edge,Kurdish,82,1998,Color
Charleen Lassell,Dave Haker,Action|Crime|Western,Molli MacKissack,"True Story of Jesse James, The",Nata Jell,bandwidth-monitored,Korean,78,1993,Color
Brigg Powe,Arline MacScherie,Fantasy,Freda Voisey,Knights of Bloodsteel,Holly Meletti,non-volatile,Hungarian,35,1994,Color
Ally Brissard,Sean Farlam,Documentary,Odele Cant,Täynnä Tarmoa,Bren Galliford,Virtual,Zulu,51,2000,Color
Kendre Allbut,Davide Swadon,Comedy|Drama|Romance,Malissa Putten,Ten Inch Hero,Walden Ipsly,human-resource,Italian,1,2002,Color
Donal Gorrick,Alfy Albisser,Action|Comedy|Drama|Fantasy|Mystery|Sci-Fi|War,Josefa Beretta,"Glamorous Life of Sachiko Hanai, The (Hatsujô kateikyôshi: sensei no aijiru)",Olivette Parfrey,support,Quechua,17,2002,Color
Wyn Robeson,Lionel Camillo,Drama,Yale Retchless,Journey from the Fall,Barry Brealey,Secured,Amharic,72,1985,Color
Jone Sheere,Artie Daspar,Comedy|Drama|Romance,Sherlocke Polglaze,Modern Times,Kacey Musker,Persistent,Dhivehi,37,1997,Color
Sada Munehay,Shay Mardall,Drama|War,Klara McCafferty,"Red Beret, The",Asa Trobey,directional,Māori,35,2006,Color
